Autor,Grupo,Título,Ano,Preço (R$),Na janela 1850-1930?,Link,Imagem,Status,Verificado em,Visto em,Vendedor
Rodrigo Octavio,Fundador,Le Droit International Privé Dans La Legislation Brésilienne,1915,80,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rodrigo%20Octavio%20Le%20Droit%20International%20Priv%C3%A9%20Dans%20La%20Legislation%20Br%C3%A9silienne&searchField=titulo-autor&ano-de-publicacao=1915,,ativo,2026-09-06 13:43,2026-07-23 02:14,
Rodrigo Octavio,Fundador,Divisão e Demarcação de Terras Particulares,1913,37.84,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rodrigo%20Octavio%20Divis%C3%A3o%20e%20Demarca%C3%A7%C3%A3o%20de%20Terras%20Particulares&searchField=titulo-autor&ano-de-publicacao=1913,,ativo,2026-09-06 13:43,2026-07-23 02:14,
Rodrigo Octavio,Fundador,São Paulo na Formação do Brasil,1936,96.95,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rodrigo%20Octavio%20S%C3%A3o%20Paulo%20na%20Forma%C3%A7%C3%A3o%20do%20Brasil&searchField=titulo-autor&ano-de-publicacao=1936,,ativo,2026-09-06 13:43,2026-07-23 02:14,
Rodrigo Octavio,Fundador,Divisão e Demarcação de Terras Particulares,1913,64.23,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rodrigo%20Octavio%20Divis%C3%A3o%20e%20Demarca%C3%A7%C3%A3o%20de%20Terras%20Particulares&searchField=titulo-autor&ano-de-publicacao=1913,,ativo,2026-09-06 13:43,2026-07-23 02:14,
Rodrigo Octavio,Fundador,Felisberto Caldeira Chronica dos Tempos Coloniaes,1921,250,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rodrigo%20Octavio%20Felisberto%20Caldeira%20Chronica%20dos%20Tempos%20Coloniaes&searchField=titulo-autor&ano-de-publicacao=1921,,ativo,2026-09-06 13:44,2026-07-23 02:14,
Rodrigo Octavio,Fundador,Le Droit International Privé Dans La Législation Brésilienne,1915,143.75,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rodrigo%20Octavio%20Le%20Droit%20International%20Priv%C3%A9%20Dans%20La%20L%C3%A9gislation%20Br%C3%A9silienne&searchField=titulo-autor&ano-de-publicacao=1915,,ativo,2026-09-06 13:44,2026-07-23 02:14,
Rodrigo Octavio,Fundador,Divisão e Demacarção de Terras Particulares,1913,172.50,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rodrigo%20Octavio%20Divis%C3%A3o%20e%20Demacar%C3%A7%C3%A3o%20de%20Terras%20Particulares&searchField=titulo-autor&ano-de-publicacao=1913,,ativo,2026-09-06 13:44,2026-07-23 02:14,
Rui Barbosa,Fundador,Primores,1932,80,SIM,https://www.estantevirtual.com.br/livro/primores-grp-RLJ-7370-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 13:44,2026-07-23 02:14,Casa Sebo da Cris
Rui Barbosa,Fundador,RUY BARBOSA-mocidade e exílio - cartas ao cons albino ...,1940,44.90,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20RUY%20BARBOSA-mocidade%20e%20ex%C3%ADlio%20-%20cartas%20ao%20cons%20albino%20...&searchField=titulo-autor&ano-de-publicacao=1940,,ativo,2026-09-06 13:44,2026-07-23 02:14,
Rui Barbosa,Fundador,Primores,1932,64.90,SIM,https://www.estantevirtual.com.br/livro/primores-grp-R4G-4538-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 13:44,2026-07-23 02:14,Livraria Tesouros Taros
Rui Barbosa,Fundador,Mocidade e Exilio,1934,30,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Mocidade%20e%20Exilio&searchField=titulo-autor&ano-de-publicacao=1934,,ativo,2026-09-06 13:44,2026-07-23 02:14,
Rui Barbosa,Fundador,O Partido Republicano Conservador,1897,125,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20O%20Partido%20Republicano%20Conservador&searchField=titulo-autor&ano-de-publicacao=1897,,ativo,2026-09-06 13:44,2026-07-23 02:14,
Rui Barbosa,Fundador,Obras Completas de Rui Barbosa - a Ditadura de 1893 Jornal do Brasil - Vol. Xx Tomo Ii (encadernado),1893,100,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Obras%20Completas%20de%20Rui%20Barbosa%20-%20a%20Ditadura%20de%201893%20Jornal%20do%20Brasil%20-%20Vol.%20Xx%20Tomo%20Ii%20(encadernado)&searchField=titulo-autor&ano-de-publicacao=1893,,ativo,2026-09-06 13:44,2026-07-23 02:14,
Rui Barbosa,Fundador,Problemas de direito internacional,1916,350,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Problemas%20de%20direito%20internacional&searchField=titulo-autor&ano-de-publicacao=1916,,ativo,2026-09-06 13:44,2026-07-23 02:14,
Rui Barbosa,Fundador,Obras Completas De Rui Barbosa Vol. Xxvii. 1900 Tomo I,1900,50,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Obras%20Completas%20De%20Rui%20Barbosa%20Vol.%20Xxvii.%201900%20Tomo%20I&searchField=titulo-autor&ano-de-publicacao=1900,,ativo,2026-09-06 13:44,2026-07-23 02:14,
Rui Barbosa,Fundador,Obras Completas De Rui Barbosa Vol. Xxiv. 1897 Tomo I: O Partido Repub,1897,50,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Obras%20Completas%20De%20Rui%20Barbosa%20Vol.%20Xxiv.%201897%20Tomo%20I%3A%20O%20Partido%20Repub&searchField=titulo-autor&ano-de-publicacao=1897,,ativo,2026-09-06 13:44,2026-07-23 02:14,
Rui Barbosa,Fundador,Finanças e Política da República - Discursos e Escriptos,1892,150,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Finan%C3%A7as%20e%20Pol%C3%ADtica%20da%20Rep%C3%BAblica%20-%20Discursos%20e%20Escriptos&searchField=titulo-autor&ano-de-publicacao=1892,,ativo,2026-09-06 13:44,2026-07-23 02:14,
Rui Barbosa,Fundador,Discursos e Orações e Conferências- 5 Volumes,1926,150,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Discursos%20e%20Ora%C3%A7%C3%B5es%20e%20Confer%C3%AAncias-%205%20Volumes&searchField=titulo-autor&ano-de-publicacao=1926,,ativo,2026-09-06 13:44,2026-07-23 02:14,
Rui Barbosa,Fundador,Mocidade e Exilio,1934,38,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Mocidade%20e%20Exilio&searchField=titulo-autor&ano-de-publicacao=1934,,ativo,2026-09-06 13:44,2026-07-23 02:14,
Rui Barbosa,Fundador,Visita à Terra Natal 1ª Edição,1893,70,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Visita%20%C3%A0%20Terra%20Natal%201%C2%AA%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1893,,ativo,2026-09-06 13:44,2026-07-23 02:14,
Rui Barbosa,Fundador,O papel e a baixa do câmbio,1900,30,SIM,https://www.estantevirtual.com.br/livro/o-papel-e-a-baixa-do-cambio-FW1-7241-000-BK?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 13:45,2026-07-23 02:14,
Rui Barbosa,Fundador,Cartas de Inglaterra - Encadernado,1929,30,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Cartas%20de%20Inglaterra%20-%20Encadernado&searchField=titulo-autor&ano-de-publicacao=1929,,ativo,2026-09-06 13:45,2026-07-23 02:14,
Rui Barbosa,Fundador,Queda do Imperio - Diatio de Noticias ( Vol. Xvi. 1889 - Tomo I ),1889,34,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Queda%20do%20Imperio%20-%20Diatio%20de%20Noticias%20(%20Vol.%20Xvi.%201889%20-%20Tomo%20I%20)&searchField=titulo-autor&ano-de-publicacao=1889,,ativo,2026-09-06 13:45,2026-07-23 02:14,
Rui Barbosa,Fundador,Cartas de Inglaterra - 1º Edição,1896,250,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Cartas%20de%20Inglaterra%20-%201%C2%BA%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1896,,ativo,2026-09-06 13:45,2026-07-23 02:14,
Rui Barbosa,Fundador,Reforma do Ensino Primário. Volume X - Tomo III,1883,45,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Reforma%20do%20Ensino%20Prim%C3%A1rio.%20Volume%20X%20-%20Tomo%20III&searchField=titulo-autor&ano-de-publicacao=1883,,ativo,2026-09-06 13:45,2026-07-23 02:14,
Rui Barbosa,Fundador,Reforma do Ensino Primário. Volume X - Tomo IV,1883,45,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Reforma%20do%20Ensino%20Prim%C3%A1rio.%20Volume%20X%20-%20Tomo%20IV&searchField=titulo-autor&ano-de-publicacao=1883,,ativo,2026-09-06 13:45,2026-07-23 02:14,
Rui Barbosa,Fundador,Reforma do Ensino Secundário e Superior. Volume IX - I,1882,45,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Reforma%20do%20Ensino%20Secund%C3%A1rio%20e%20Superior.%20Volume%20IX%20-%20I&searchField=titulo-autor&ano-de-publicacao=1882,,ativo,2026-09-06 13:45,2026-07-23 02:14,
Rui Barbosa,Fundador,Reforma do Ensino Médio Primário. Volume X - Tomo I,1883,45,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Reforma%20do%20Ensino%20M%C3%A9dio%20Prim%C3%A1rio.%20Volume%20X%20-%20Tomo%20I&searchField=titulo-autor&ano-de-publicacao=1883,,ativo,2026-09-06 13:45,2026-07-23 02:14,
Rui Barbosa,Fundador,Obras Completas de Rui Barbosa Tomo III Vol. Xll. 1914,1914,80,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Obras%20Completas%20de%20Rui%20Barbosa%20Tomo%20III%20Vol.%20Xll.%201914&searchField=titulo-autor&ano-de-publicacao=1914,,ativo,2026-09-06 13:45,2026-07-23 02:14,
Rui Barbosa,Fundador,Obras Completas de Rui Barbosa - Tomo II Vol. Xll. 1914,1914,80,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Obras%20Completas%20de%20Rui%20Barbosa%20-%20Tomo%20II%20Vol.%20Xll.%201914&searchField=titulo-autor&ano-de-publicacao=1914,,ativo,2026-09-06 13:45,2026-07-23 02:14,
Rui Barbosa,Fundador,Obras Completas de Rui Barbosa - Tomo I Vol. Xll. 1914,1914,80,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Obras%20Completas%20de%20Rui%20Barbosa%20-%20Tomo%20I%20Vol.%20Xll.%201914&searchField=titulo-autor&ano-de-publicacao=1914,,ativo,2026-09-06 13:45,2026-07-23 02:14,
Rui Barbosa,Fundador,Obras Completas de Rui Barbosa Vol. Xiv 1887 Tomo I,1887,39.99,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Obras%20Completas%20de%20Rui%20Barbosa%20Vol.%20Xiv%201887%20Tomo%20I&searchField=titulo-autor&ano-de-publicacao=1887,,ativo,2026-09-06 13:45,2026-07-23 02:14,
Rui Barbosa,Fundador,Cartas de Inglaterra - Encadernado,1929,30,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Cartas%20de%20Inglaterra%20-%20Encadernado&searchField=titulo-autor&ano-de-publicacao=1929,,ativo,2026-09-06 13:45,2026-07-23 02:14,
Rui Barbosa,Fundador,Correspondência Íntima Politica e Literária,1933,40,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Correspond%C3%AAncia%20%C3%8Dntima%20Politica%20e%20Liter%C3%A1ria&searchField=titulo-autor&ano-de-publicacao=1933,,ativo,2026-09-06 13:45,2026-07-23 02:14,
Rui Barbosa,Fundador,Discursos e Conferências,1907,87,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Discursos%20e%20Confer%C3%AAncias&searchField=titulo-autor&ano-de-publicacao=1907,,ativo,2026-09-06 13:45,2026-07-23 02:14,
Rui Barbosa,Fundador,Obras Completas - Vol. XVIII 1891 Tomo II,1891,59.90,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Obras%20Completas%20-%20Vol.%20XVIII%201891%20Tomo%20II&searchField=titulo-autor&ano-de-publicacao=1891,,ativo,2026-09-06 13:45,2026-07-23 02:14,
Rui Barbosa,Fundador,Cartas de Inglaterra ( Capa Dura ),1929,44.90,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Cartas%20de%20Inglaterra%20(%20Capa%20Dura%20)&searchField=titulo-autor&ano-de-publicacao=1929,,ativo,2026-09-06 13:46,2026-07-23 02:14,
Rui Barbosa,Fundador,Primores,1932,80,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Primores&searchField=titulo-autor&ano-de-publicacao=1932,,ativo,2026-09-06 13:46,2026-07-23 02:14,
Rui Barbosa,Fundador,Parecer e Replica,1902,500,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Parecer%20e%20Replica&searchField=titulo-autor&ano-de-publicacao=1902,,ativo,2026-09-06 13:46,2026-07-23 02:14,
Rui Barbosa,Fundador,Excursão Eleitoral aos Estados da Bahia e Minas,1910,70,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Excurs%C3%A3o%20Eleitoral%20aos%20Estados%20da%20Bahia%20e%20Minas&searchField=titulo-autor&ano-de-publicacao=1910,,ativo,2026-09-06 13:46,2026-07-23 02:14,
Rui Barbosa,Fundador,Cartas de Inglaterra (exemplar Especial) 2ª Edição,1929,1000,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Cartas%20de%20Inglaterra%20(exemplar%20Especial)%202%C2%AA%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1929,,ativo,2026-09-06 13:46,2026-07-23 02:14,
Rui Barbosa,Fundador,Projeto de Codigo Civil Brasileiro - Réplica Às Defesas da Redacção...,1902,252.95,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Rui%20Barbosa%20Projeto%20de%20Codigo%20Civil%20Brasileiro%20-%20R%C3%A9plica%20%C3%80s%20Defesas%20da%20Redac%C3%A7%C3%A3o...&searchField=titulo-autor&ano-de-publicacao=1902,,ativo,2026-09-06 13:46,2026-07-23 02:14,
Salvador de Mendonça,Fundador,Marabá - 1ª Edição,1876,1500,SIM,https://www.estantevirtual.com.br/livro/maraba-1-edicao-grp-JCK-2925-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 13:46,2026-07-23 02:14,O Buquineiro
Silva Ramos,Fundador,Pela Vida Fora,1922,90,SIM,https://www.estantevirtual.com.br/livro/pela-vida-fora-grp-1SQ-5259-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 13:46,2026-07-23 02:14,Das Raízes aos Frutos
Sílvio Romero,Fundador,O Duque de Caxias e a Integridade do Brasil,1903,300,SIM,https://www.estantevirtual.com.br/livro/o-duque-de-caxias-e-a-integridade-do-brasil-grp-P9Y-2755-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 13:46,2026-07-23 02:14,Sebolins
Sílvio Romero,Fundador,História da Litteratura Brasileira,1902,60,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=S%C3%ADlvio%20Romero%20Hist%C3%B3ria%20da%20Litteratura%20Brasileira&searchField=titulo-autor&ano-de-publicacao=1902,,ativo,2026-09-06 13:46,2026-07-23 02:14,
Sílvio Romero,Fundador,História da Literatura Brasileira,1902,80,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=S%C3%ADlvio%20Romero%20Hist%C3%B3ria%20da%20Literatura%20Brasileira&searchField=titulo-autor&ano-de-publicacao=1902,,ativo,2026-09-06 13:46,2026-07-23 02:14,
Sílvio Romero,Fundador,Machado De Assis,1936,160,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=S%C3%ADlvio%20Romero%20Machado%20De%20Assis&searchField=titulo-autor&ano-de-publicacao=1936,,ativo,2026-09-06 13:46,2026-07-23 02:14,
Sílvio Romero,Fundador,História da Literatura Brasileira - Tomos I e II (encadernados/ 14x22,1902,3692.80,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=S%C3%ADlvio%20Romero%20Hist%C3%B3ria%20da%20Literatura%20Brasileira%20-%20Tomos%20I%20e%20II%20(encadernados%2F%2014x22&searchField=titulo-autor&ano-de-publicacao=1902,,ativo,2026-09-06 13:46,2026-07-23 02:14,
Valentim Magalhães,Fundador,Escriptores e Escriptos,1894,150,SIM,https://www.estantevirtual.com.br/livro/escriptores-e-escriptos-grp-QZS-8827-000?_preco=3000-10000000&tipo-de-livro=usado,,vendido,2026-08-11 11:50,2026-07-23 02:14,Verso e Prosa
Valentim Magalhães,Fundador,A Litteratura Brasileira,1896,170,SIM,https://www.estantevirtual.com.br/livro/a-litteratura-brasileira-grp-NPK-9250-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 13:46,2026-07-23 02:14,Sebo Rebouças
Valentim Magalhães,Fundador,Rimário,1900,250,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Valentim%20Magalh%C3%A3es%20Rim%C3%A1rio&searchField=titulo-autor&ano-de-publicacao=1900,,ativo,2026-09-06 13:46,2026-07-23 02:14,
Valentim Magalhães,Fundador,Escriptores e Escriptos,1889,120,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Valentim%20Magalh%C3%A3es%20Escriptores%20e%20Escriptos&searchField=titulo-autor&ano-de-publicacao=1889,,ativo,2026-09-06 13:46,2026-07-23 02:14,
Valentim Magalhães,Fundador,"A Literatura Brasileira, 1870-1895",1895,199.90,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Valentim%20Magalh%C3%A3es%20A%20Literatura%20Brasileira%2C%201870-1895&searchField=titulo-autor&ano-de-publicacao=1895,,ativo,2026-09-06 13:46,2026-07-23 02:14,
Valentim Magalhães,Fundador,Escriptores e Escriptos,1889,150,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Valentim%20Magalh%C3%A3es%20Escriptores%20e%20Escriptos&searchField=titulo-autor&ano-de-publicacao=1889,,ativo,2026-09-06 13:47,2026-07-23 02:14,
Valentim Magalhães,Fundador,Rimario,1900,230,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Valentim%20Magalh%C3%A3es%20Rimario&searchField=titulo-autor&ano-de-publicacao=1900,,ativo,2026-09-06 13:47,2026-07-23 02:14,
Valentim Magalhães,Fundador,Bric a Brac,1896,300,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Valentim%20Magalh%C3%A3es%20Bric%20a%20Brac&searchField=titulo-autor&ano-de-publicacao=1896,,ativo,2026-09-06 13:47,2026-07-23 02:14,
Valentim Magalhães,Fundador,Rimario. 1878-1899,1900,200,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Valentim%20Magalh%C3%A3es%20Rimario.%201878-1899&searchField=titulo-autor&ano-de-publicacao=1900,,ativo,2026-09-06 13:47,2026-07-23 02:14,
Visconde de Taunay,Fundador,Inocencia - Livro Em Espanhol.,1909,49.90,SIM,https://www.estantevirtual.com.br/livro/inocencia-livro-em-espanhol-grp-RHY-7782-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 13:47,2026-07-23 02:14,Sebo Lima Barreto
Visconde de Taunay,Fundador,A Retirada da Laguna,1935,100,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20A%20Retirada%20da%20Laguna&searchField=titulo-autor&ano-de-publicacao=1935,,ativo,2026-09-06 13:47,2026-07-23 02:14,
Visconde de Taunay,Fundador,Recordações de Guerra e de Viagem,1924,30,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20Recorda%C3%A7%C3%B5es%20de%20Guerra%20e%20de%20Viagem&searchField=titulo-autor&ano-de-publicacao=1924,,ativo,2026-09-06 13:47,2026-07-23 02:14,
Visconde de Taunay,Fundador,Cartas de Campanha - A Cordilheira / A Agonia de Lopez 1868 - 1870,1922,49,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20Cartas%20de%20Campanha%20-%20A%20Cordilheira%20%2F%20A%20Agonia%20de%20Lopez%201868%20-%201870&searchField=titulo-autor&ano-de-publicacao=1922,,ativo,2026-09-06 13:47,2026-07-23 02:14,
Visconde de Taunay,Fundador,Cartas de Campanha - A Cordilheira / A Agonia de Lopez 1868 - 1870,1922,59,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20Cartas%20de%20Campanha%20-%20A%20Cordilheira%20%2F%20A%20Agonia%20de%20Lopez%201868%20-%201870&searchField=titulo-autor&ano-de-publicacao=1922,,ativo,2026-09-06 13:47,2026-07-23 02:14,
Visconde de Taunay,Fundador,Pedro Ii,1933,103,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20Pedro%20Ii&searchField=titulo-autor&ano-de-publicacao=1933,,ativo,2026-09-06 13:47,2026-07-23 02:14,
Visconde de Taunay,Fundador,Philologia e critica: impressões e estudos,1921,40.50,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20Philologia%20e%20critica%3A%20impress%C3%B5es%20e%20estudos&searchField=titulo-autor&ano-de-publicacao=1921,,ativo,2026-09-06 13:47,2026-07-23 02:14,
Visconde de Taunay,Fundador,Innocencia,1900,68,SIM,https://www.estantevirtual.com.br/livro/innocencia-grp-QFZ-8644-000?_preco=3000-10000000&tipo-de-livro=usado,,vendido,2026-08-08 12:44,2026-07-23 02:14,
Visconde de Taunay,Fundador,Innocencia,1920,35.50,SIM,https://www.estantevirtual.com.br/livro/innocencia-grp-QFX-4646-000?_preco=3000-10000000&tipo-de-livro=usado,,vendido,2026-08-08 12:44,2026-07-23 02:14,
Visconde de Taunay,Fundador,Em Matto Grosso Invadido e Visões do Sertão Encadernados,1928,200,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20Em%20Matto%20Grosso%20Invadido%20e%20Vis%C3%B5es%20do%20Sert%C3%A3o%20Encadernados&searchField=titulo-autor&ano-de-publicacao=1928,,ativo,2026-09-06 13:47,2026-07-23 02:14,
Visconde de Taunay,Fundador,A Retirada da Laguna,1936,120,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20A%20Retirada%20da%20Laguna&searchField=titulo-autor&ano-de-publicacao=1936,,ativo,2026-09-06 13:47,2026-07-23 02:14,
Visconde de Taunay,Fundador,Servidores Illustres Do Brasil,1930,45,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20Servidores%20Illustres%20Do%20Brasil&searchField=titulo-autor&ano-de-publicacao=1930,,ativo,2026-09-06 13:47,2026-07-23 02:14,
Visconde de Taunay,Fundador,A Retirada Da Laguna,1936,850,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20A%20Retirada%20Da%20Laguna&searchField=titulo-autor&ano-de-publicacao=1936,,ativo,2026-09-06 13:47,2026-07-23 02:14,
Visconde de Taunay,Fundador,A Retirada Da Laguna,1935,120,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20A%20Retirada%20Da%20Laguna&searchField=titulo-autor&ano-de-publicacao=1935,,ativo,2026-09-06 13:47,2026-07-23 02:14,
Visconde de Taunay,Fundador,Visões Do Sertão,1928,80,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20Vis%C3%B5es%20Do%20Sert%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1928,,ativo,2026-09-06 13:47,2026-07-23 02:14,
Visconde de Taunay,Fundador,Pedro Ii,1933,50,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20Pedro%20Ii&searchField=titulo-autor&ano-de-publicacao=1933,,ativo,2026-09-06 13:48,2026-07-23 02:14,
Visconde de Taunay,Fundador,A Retirada de Laguna,1935,85,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20A%20Retirada%20de%20Laguna&searchField=titulo-autor&ano-de-publicacao=1935,,ativo,2026-09-06 13:48,2026-07-23 02:14,
Visconde de Taunay,Fundador,Recordações de Guerra e de Viagem,1924,45,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20Recorda%C3%A7%C3%B5es%20de%20Guerra%20e%20de%20Viagem&searchField=titulo-autor&ano-de-publicacao=1924,,ativo,2026-09-06 13:48,2026-07-23 02:14,
Visconde de Taunay,Fundador,Dias de Guerra e de Sertão,1920,50,SIM,https://www.estantevirtual.com.br/livro/dias-de-guerra-e-de-sertao-grp-P9F-4286-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 13:48,2026-07-23 02:14,Codigo Livraria Juridica Sebo
Visconde de Taunay,Fundador,O Encilhamento,1923,60,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20O%20Encilhamento&searchField=titulo-autor&ano-de-publicacao=1923,,vendido,2026-08-03 17:19,2026-07-23 02:14,
Visconde de Taunay,Fundador,Cartas da Campanha-cordilheira -agonia de Lopez 1868-1870 Leia,1922,70,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20Cartas%20da%20Campanha-cordilheira%20-agonia%20de%20Lopez%201868-1870%20Leia&searchField=titulo-autor&ano-de-publicacao=1922,,ativo,2026-09-06 13:48,2026-07-23 02:14,
Visconde de Taunay,Fundador,Trechos de Minha Vida,1921,80,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20Trechos%20de%20Minha%20Vida&searchField=titulo-autor&ano-de-publicacao=1921,,ativo,2026-09-06 13:48,2026-07-23 02:14,
Visconde de Taunay,Fundador,Céos e Terras do Brazil,1918,120,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20C%C3%A9os%20e%20Terras%20do%20Brazil&searchField=titulo-autor&ano-de-publicacao=1918,,ativo,2026-09-06 13:48,2026-07-23 02:14,
Visconde de Taunay,Fundador,Recordações de Guerra e de Viagem,1920,70,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Visconde%20de%20Taunay%20Recorda%C3%A7%C3%B5es%20de%20Guerra%20e%20de%20Viagem&searchField=titulo-autor&ano-de-publicacao=1920,,ativo,2026-09-06 13:48,2026-07-23 02:14,
