Autor,Grupo,Título,Ano,Preço (R$),Na janela 1850-1930?,Link,Imagem,Status,Verificado em,Visto em,Vendedor
Raul Pompeia,Patrono,O Atheneu Chronica de Saudade 7ª Ed Definitiva Conforme os Originae...,1888,71.72,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Raul%20Pompeia%20O%20Atheneu%20Chronica%20de%20Saudade%207%C2%AA%20Ed%20Definitiva%20Conforme%20os%20Originae...&searchField=titulo-autor&ano-de-publicacao=1888,,ativo,2026-09-06 12:43,2026-07-23 02:14,
Raul Pompeia,Patrono,O Atheneu 4ª Edição Definitiva.,1888,230,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Raul%20Pompeia%20O%20Atheneu%204%C2%AA%20Edi%C3%A7%C3%A3o%20Definitiva.&searchField=titulo-autor&ano-de-publicacao=1888,,ativo,2026-09-06 12:43,2026-07-23 02:14,
Raul Pompeia,Patrono,O Atheneu Chronica de Saudades 2 Edição - Definitiva Conforme os Or...,1900,366.09,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Raul%20Pompeia%20O%20Atheneu%20Chronica%20de%20Saudades%202%20Edi%C3%A7%C3%A3o%20-%20Definitiva%20Conforme%20os%20Or...&searchField=titulo-autor&ano-de-publicacao=1900,,ativo,2026-09-06 12:43,2026-07-23 02:14,
Tavares Bastos,Patrono,A Provincia (encadernado),1937,60,SIM,https://www.estantevirtual.com.br/livro/a-provincia-encadernado-grp-R1M-0873-000?_preco=3000-10000000&tipo-de-livro=usado,,vendido,2026-08-01 13:31,2026-07-23 02:14,
Tavares Bastos,Patrono,O Valle do Amazonas,1937,82,SIM,https://www.estantevirtual.com.br/livro/o-valle-do-amazonas-grp-NUY-1098-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 12:43,2026-07-23 02:14,Julian Livros
Tavares Bastos,Patrono,A Província,1937,52,SIM,https://www.estantevirtual.com.br/livro/a-provincia-grp-NUV-1376-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 12:43,2026-07-23 02:14,Julian Livros
Tavares Bastos,Patrono,O Vale do Amazonas - 2ª Edição,1937,42.50,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tavares%20Bastos%20O%20Vale%20do%20Amazonas%20-%202%C2%AA%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1937,,ativo,2026-09-06 12:43,2026-07-23 02:14,
Tavares Bastos,Patrono,A Provincia,1937,85,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tavares%20Bastos%20A%20Provincia&searchField=titulo-autor&ano-de-publicacao=1937,,ativo,2026-09-06 12:43,2026-07-23 02:14,
Tavares Bastos,Patrono,Organisação Judiciaria Federal,1913,300,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tavares%20Bastos%20Organisa%C3%A7%C3%A3o%20Judiciaria%20Federal&searchField=titulo-autor&ano-de-publicacao=1913,,ativo,2026-09-06 12:43,2026-07-23 02:14,
Tavares Bastos,Patrono,A Província - 1ª Edição,1870,650,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tavares%20Bastos%20A%20Prov%C3%ADncia%20-%201%C2%AA%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1870,,ativo,2026-09-06 12:43,2026-07-23 02:14,
Tavares Bastos,Patrono,A Provincia,1937,100,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tavares%20Bastos%20A%20Provincia&searchField=titulo-autor&ano-de-publicacao=1937,,ativo,2026-09-06 12:43,2026-07-23 02:14,
Tavares Bastos,Patrono,A Provincia,1937,100,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tavares%20Bastos%20A%20Provincia&searchField=titulo-autor&ano-de-publicacao=1937,,ativo,2026-09-06 12:43,2026-07-23 02:14,
Tavares Bastos,Patrono,105 A Província. Brasiliana,1937,50,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tavares%20Bastos%20105%20A%20Prov%C3%ADncia.%20Brasiliana&searchField=titulo-autor&ano-de-publicacao=1937,,ativo,2026-09-06 12:43,2026-07-23 02:14,
Tavares Bastos,Patrono,A Provincia: Estudo Sobre a Descentralisação do Brasil,1937,85,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tavares%20Bastos%20A%20Provincia%3A%20Estudo%20Sobre%20a%20Descentralisa%C3%A7%C3%A3o%20do%20Brasil&searchField=titulo-autor&ano-de-publicacao=1937,,ativo,2026-09-06 12:43,2026-07-23 02:14,
Tobias Barreto,Patrono,Estudos Allemães - Obras Completas Volume VIII,1926,99.90,SIM,https://www.estantevirtual.com.br/livro/estudos-allemaes-obras-completas-volume-viii-grp-R4G-9973-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 12:43,2026-07-23 02:14,A Central Livros
Tobias Barreto,Patrono,Menores e Loucos - Fundamentos do Direito de Punir - Obras Completas,1926,150,SIM,https://www.estantevirtual.com.br/livro/menores-e-loucos-fundamentos-do-direito-de-punir-obras-completas-grp-R1L-9984-000?_preco=3000-10000000&tipo-de-livro=usado,,vendido,2026-08-01 13:32,2026-07-23 02:14,
Tobias Barreto,Patrono,Varios Escriptos Obras Completas X,1926,150,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Varios%20Escriptos%20Obras%20Completas%20X&searchField=titulo-autor&ano-de-publicacao=1926,,vendido,2026-08-08 11:31,2026-07-23 02:14,
Tobias Barreto,Patrono,Estudos Allemaes,1926,150,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Estudos%20Allemaes&searchField=titulo-autor&ano-de-publicacao=1926,,ativo,2026-09-06 12:43,2026-07-23 02:14,
Tobias Barreto,Patrono,Dias e Noites,1925,120,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Dias%20e%20Noites&searchField=titulo-autor&ano-de-publicacao=1925,,ativo,2026-09-06 12:43,2026-07-23 02:14,
Tobias Barreto,Patrono,Philosophia e Critica,1926,200,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Philosophia%20e%20Critica&searchField=titulo-autor&ano-de-publicacao=1926,,ativo,2026-09-06 12:43,2026-07-23 02:14,
Tobias Barreto,Patrono,Estudos Alemães,1926,140,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Estudos%20Alem%C3%A3es&searchField=titulo-autor&ano-de-publicacao=1926,,ativo,2026-09-06 12:44,2026-07-23 02:14,
Tobias Barreto,Patrono,"Discursos, Tobias Barreto, Com Assinatura Bento Munhoz da Rocha Neto",1926,7000,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Discursos%2C%20Tobias%20Barreto%2C%20Com%20Assinatura%20Bento%20Munhoz%20da%20Rocha%20Neto&searchField=titulo-autor&ano-de-publicacao=1926,,ativo,2026-09-06 12:44,2026-07-23 02:14,
Tobias Barreto,Patrono,Dias e Noites,1925,49,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Dias%20e%20Noites&searchField=titulo-autor&ano-de-publicacao=1925,,ativo,2026-09-06 12:44,2026-07-23 02:14,
Tobias Barreto,Patrono,Varios Escriptos,1926,30,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Varios%20Escriptos&searchField=titulo-autor&ano-de-publicacao=1926,,ativo,2026-09-06 12:44,2026-07-23 02:14,
Tobias Barreto,Patrono,Estudos Allemães - Barreto,1892,198,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Estudos%20Allem%C3%A3es%20-%20Barreto&searchField=titulo-autor&ano-de-publicacao=1892,,ativo,2026-09-06 12:44,2026-07-23 02:14,
Tobias Barreto,Patrono,Estudos Allemães,1892,149,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Estudos%20Allem%C3%A3es&searchField=titulo-autor&ano-de-publicacao=1892,,ativo,2026-09-06 12:44,2026-07-23 02:14,
Tobias Barreto,Patrono,Menores e Loucos Em Direito Criminal,1886,160,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Menores%20e%20Loucos%20Em%20Direito%20Criminal&searchField=titulo-autor&ano-de-publicacao=1886,,ativo,2026-09-06 12:44,2026-07-23 02:14,
Tobias Barreto,Patrono,Varios Escriptos,1900,101,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Varios%20Escriptos&searchField=titulo-autor&ano-de-publicacao=1900,,ativo,2026-09-06 12:44,2026-07-23 02:14,
Tobias Barreto,Patrono,Estudos de Direito,1892,300,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Estudos%20de%20Direito&searchField=titulo-autor&ano-de-publicacao=1892,,ativo,2026-09-06 12:44,2026-07-23 02:14,
Tobias Barreto,Patrono,Questões Vigentes e Discursos,1926,200,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Quest%C3%B5es%20Vigentes%20e%20Discursos&searchField=titulo-autor&ano-de-publicacao=1926,,ativo,2026-09-06 12:44,2026-07-23 02:14,
Tobias Barreto,Patrono,Dias e Noites - Obras Completas Poesias,1925,61.90,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Dias%20e%20Noites%20-%20Obras%20Completas%20Poesias&searchField=titulo-autor&ano-de-publicacao=1925,,ativo,2026-09-06 12:44,2026-07-23 02:14,
Tobias Barreto,Patrono,Dias e Noites - Publicação Pósthuma - (encadernado ),1893,1000,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Dias%20e%20Noites%20-%20Publica%C3%A7%C3%A3o%20P%C3%B3sthuma%20-%20(encadernado%20)&searchField=titulo-autor&ano-de-publicacao=1893,,ativo,2026-09-06 12:44,2026-07-23 02:14,
Tobias Barreto,Patrono,Estudos de Direito. 2 Vols,1926,50,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Estudos%20de%20Direito.%202%20Vols&searchField=titulo-autor&ano-de-publicacao=1926,,ativo,2026-09-06 12:44,2026-07-23 02:14,
Tobias Barreto,Patrono,Menores e Loucos Em Direito Criminal,1886,300,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Menores%20e%20Loucos%20Em%20Direito%20Criminal&searchField=titulo-autor&ano-de-publicacao=1886,,ativo,2026-09-06 12:44,2026-07-23 02:14,
Tobias Barreto,Patrono,Obras Completas - Vol VI Estudos de Direito Vol 1,1926,69,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Obras%20Completas%20-%20Vol%20VI%20Estudos%20de%20Direito%20Vol%201&searchField=titulo-autor&ano-de-publicacao=1926,,ativo,2026-09-06 12:44,2026-07-23 02:14,
Tobias Barreto,Patrono,Dias e Noites - 2 Edição,1903,160,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Dias%20e%20Noites%20-%202%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1903,,ativo,2026-09-06 12:44,2026-07-23 02:14,
Tobias Barreto,Patrono,Polemicas,1901,100,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Polemicas&searchField=titulo-autor&ano-de-publicacao=1901,,ativo,2026-09-06 12:44,2026-07-23 02:14,
Tobias Barreto,Patrono,Dias e Noites,1903,150,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Dias%20e%20Noites&searchField=titulo-autor&ano-de-publicacao=1903,,ativo,2026-09-06 12:45,2026-07-23 02:14,
Tobias Barreto,Patrono,Questões Vigentes,1926,70,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Quest%C3%B5es%20Vigentes&searchField=titulo-autor&ano-de-publicacao=1926,,ativo,2026-09-06 12:45,2026-07-23 02:14,
Tobias Barreto,Patrono,Estudos de Direito,1892,350,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Estudos%20de%20Direito&searchField=titulo-autor&ano-de-publicacao=1892,,ativo,2026-09-06 12:45,2026-07-23 02:14,
Tobias Barreto,Patrono,Polêmicas (obra Completa Volume Ii),1926,83.09,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tobias%20Barreto%20Pol%C3%AAmicas%20(obra%20Completa%20Volume%20Ii)&searchField=titulo-autor&ano-de-publicacao=1926,,ativo,2026-09-06 12:45,2026-07-23 02:14,
Tomás Antônio Gonzaga,Patrono,Marília de Dirceo,1910,650,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Tom%C3%A1s%20Ant%C3%B4nio%20Gonzaga%20Mar%C3%ADlia%20de%20Dirceo&searchField=titulo-autor&ano-de-publicacao=1910,,ativo,2026-09-06 12:45,2026-07-23 02:14,
Visconde do Rio Branco,Patrono,Elogio Histórico,1884,100,SIM,https://www.estantevirtual.com.br/livro/elogio-historico-grp-O3Q-0628-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 12:45,2026-07-23 02:14,Sebo Rebouças
Afonso Celso,Fundador,Poesias Escolhidas,1904,78,SIM,https://www.estantevirtual.com.br/livro/poesias-escolhidas-grp-MU7-8801-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 12:45,2026-07-23 02:14,Livraria Virtual Incunábulo
Afonso Celso,Fundador,Marcas Industriaes e Nome Commercial - Afonso Celso,1888,630,SIM,https://www.estantevirtual.com.br/livro/marcas-industriaes-e-nome-commercial-afonso-celso-grp-JKA-1818-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 12:45,2026-07-23 02:14,Livraria Sebo Liberdade
Afonso Celso,Fundador,Porque Me Ufano do Meu Paiz,1923,85,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Afonso%20Celso%20Porque%20Me%20Ufano%20do%20Meu%20Paiz&searchField=titulo-autor&ano-de-publicacao=1923,,ativo,2026-09-06 12:45,2026-07-23 02:14,
Alberto de Oliveira,Fundador,POESIAS EDIÇAO MELHORADA 1892 1903 VOL2,1912,100,SIM,https://www.estantevirtual.com.br/livro/poesias-edicao-melhorada-1892-1903-vol2-grp-RIO-8653-000?_preco=3000-10000000&tipo-de-livro=usado,,vendido,2026-08-07 12:37,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Páginas de Ouro da Poesia Brasileira,1911,60,SIM,https://www.estantevirtual.com.br/livro/paginas-de-ouro-da-poesia-brasileira-grp-RHY-7906-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 12:45,2026-07-23 02:14,Veredas Livros Usados
Alberto de Oliveira,Fundador,Paginas de Ouro da Poesia Brasileira,1911,72,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Paginas%20de%20Ouro%20da%20Poesia%20Brasileira&searchField=titulo-autor&ano-de-publicacao=1911,,ativo,2026-09-06 12:45,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias - Edição Melhorada 1892-1903,1912,100,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias%20-%20Edi%C3%A7%C3%A3o%20Melhorada%201892-1903&searchField=titulo-autor&ano-de-publicacao=1912,,ativo,2026-09-06 12:45,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias - 2a. Série,1912,100,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias%20-%202a.%20S%C3%A9rie&searchField=titulo-autor&ano-de-publicacao=1912,,ativo,2026-09-06 12:45,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Ramo de árvore,1922,553.22,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Ramo%20de%20%C3%A1rvore&searchField=titulo-autor&ano-de-publicacao=1922,,ativo,2026-09-06 12:45,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias - Segunda Serie,1912,45,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias%20-%20Segunda%20Serie&searchField=titulo-autor&ano-de-publicacao=1912,,ativo,2026-09-06 12:45,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Ceo Terra e Mar - Prosa e Verso Por Ordem de Assumptos,1920,98.99,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Ceo%20Terra%20e%20Mar%20-%20Prosa%20e%20Verso%20Por%20Ordem%20de%20Assumptos&searchField=titulo-autor&ano-de-publicacao=1920,,ativo,2026-09-06 12:45,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias - Primeira Série 1877-1895,1912,36,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias%20-%20Primeira%20S%C3%A9rie%201877-1895&searchField=titulo-autor&ano-de-publicacao=1912,,ativo,2026-09-06 12:46,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Cartão Manuscrito,1932,450,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Cart%C3%A3o%20Manuscrito&searchField=titulo-autor&ano-de-publicacao=1932,,ativo,2026-09-06 12:46,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Páginas de Ouro da Poesia Brasileira - 13753,1911,58,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20P%C3%A1ginas%20de%20Ouro%20da%20Poesia%20Brasileira%20-%2013753&searchField=titulo-autor&ano-de-publicacao=1911,,ativo,2026-09-06 12:46,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias Edição Melhora (1892 - 1903) - 15865,1912,35,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias%20Edi%C3%A7%C3%A3o%20Melhora%20(1892%20-%201903)%20-%2015865&searchField=titulo-autor&ano-de-publicacao=1912,,ativo,2026-09-06 12:46,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Os Cem Melhores Sonetos Brasileiros - 2a. Edição,1933,40,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Os%20Cem%20Melhores%20Sonetos%20Brasileiros%20-%202a.%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1933,,ativo,2026-09-06 12:46,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias Escolhidas,1933,70,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias%20Escolhidas&searchField=titulo-autor&ano-de-publicacao=1933,,ativo,2026-09-06 12:46,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias (1877-1895) - 6701,1912,37,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias%20(1877-1895)%20-%206701&searchField=titulo-autor&ano-de-publicacao=1912,,ativo,2026-09-06 12:46,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias - 2 Volumes,1912,120,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias%20-%202%20Volumes&searchField=titulo-autor&ano-de-publicacao=1912,,ativo,2026-09-06 12:46,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Machado de Assis - Collecção Aurea,1921,35,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Machado%20de%20Assis%20-%20Collec%C3%A7%C3%A3o%20Aurea&searchField=titulo-autor&ano-de-publicacao=1921,,ativo,2026-09-06 12:46,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias 2 Vol. - 1ª Serie e 2ª Serie 1877-1903,1912,160.50,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias%202%20Vol.%20-%201%C2%AA%20Serie%20e%202%C2%AA%20Serie%201877-1903&searchField=titulo-autor&ano-de-publicacao=1912,,ativo,2026-09-06 12:46,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias - 1892/1903 - Segunda Série,1912,750,SIM,https://www.estantevirtual.com.br/livro/poesias-18921903-segunda-serie-grp-22R-5965-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 12:46,2026-07-23 02:14,Biblioviva
Alberto de Oliveira,Fundador,Sonetos e Poemas,1886,550,SIM,https://www.estantevirtual.com.br/livro/sonetos-e-poemas-grp-22O-4573-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 12:46,2026-07-23 02:14,O Buquineiro
Alberto de Oliveira,Fundador,Poesias - Quarta Série,1928,45,SIM,https://www.estantevirtual.com.br/livro/poesias-quarta-serie-grp-22M-1869-000?_preco=3000-10000000&tipo-de-livro=usado,,ativo,2026-09-06 12:46,2026-07-23 02:14,O Buquineiro
Alberto de Oliveira,Fundador,Livro de Emma,1912,60,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Livro%20de%20Emma&searchField=titulo-autor&ano-de-publicacao=1912,,ativo,2026-09-06 12:46,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Os Cem Melhores Sonetos Brasileiros; 2º Edição,1933,45,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Os%20Cem%20Melhores%20Sonetos%20Brasileiros%3B%202%C2%BA%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1933,,ativo,2026-09-06 12:46,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias - 1ª Serie,1912,80,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias%20-%201%C2%AA%20Serie&searchField=titulo-autor&ano-de-publicacao=1912,,ativo,2026-09-06 12:46,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Os Cem Melhores Sonetos Brasileiros - Primeira Edição,1932,200,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Os%20Cem%20Melhores%20Sonetos%20Brasileiros%20-%20Primeira%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1932,,ativo,2026-09-06 12:47,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias - Terceira Serie (1904-1911),1923,122.30,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias%20-%20Terceira%20Serie%20(1904-1911)&searchField=titulo-autor&ano-de-publicacao=1923,,ativo,2026-09-06 12:47,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias Quarta Série (1912-1925),1927,53.13,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias%20Quarta%20S%C3%A9rie%20(1912-1925)&searchField=titulo-autor&ano-de-publicacao=1927,,ativo,2026-09-06 12:47,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Páginas de Ouro da Poesia Brasileira.,1911,30,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20P%C3%A1ginas%20de%20Ouro%20da%20Poesia%20Brasileira.&searchField=titulo-autor&ano-de-publicacao=1911,,ativo,2026-09-06 12:47,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias,1913,30,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias&searchField=titulo-autor&ano-de-publicacao=1913,,ativo,2026-09-06 12:47,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias - Edição Melhorada Segunda Serie (1892 - 1903),1912,30,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias%20-%20Edi%C3%A7%C3%A3o%20Melhorada%20Segunda%20Serie%20(1892%20-%201903)&searchField=titulo-autor&ano-de-publicacao=1912,,ativo,2026-09-06 12:47,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Paginas de Ouro da Poesia Brasileira,1911,67.66,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Paginas%20de%20Ouro%20da%20Poesia%20Brasileira&searchField=titulo-autor&ano-de-publicacao=1911,,ativo,2026-09-06 12:47,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias Escolhidas (leia a Descrição),1933,70,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias%20Escolhidas%20(leia%20a%20Descri%C3%A7%C3%A3o)&searchField=titulo-autor&ano-de-publicacao=1933,,ativo,2026-09-06 12:47,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias Escolhidas,1933,100,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias%20Escolhidas&searchField=titulo-autor&ano-de-publicacao=1933,,ativo,2026-09-06 12:47,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Os Cem Melhores Sonetos Brasileiros,1933,50,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Os%20Cem%20Melhores%20Sonetos%20Brasileiros&searchField=titulo-autor&ano-de-publicacao=1933,,ativo,2026-09-06 12:47,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias - 1 Edição,1900,390,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias%20-%201%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1900,,ativo,2026-09-06 12:47,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias Escolhidas - 1 Edição,1933,200,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias%20Escolhidas%20-%201%20Edi%C3%A7%C3%A3o&searchField=titulo-autor&ano-de-publicacao=1933,,ativo,2026-09-06 12:47,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias,1912,440,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias&searchField=titulo-autor&ano-de-publicacao=1912,,ativo,2026-09-06 12:47,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Poesias,1900,120,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Poesias&searchField=titulo-autor&ano-de-publicacao=1900,,ativo,2026-09-06 12:47,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Paginas de Ouro da Poesia Brasileira,1911,77,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Paginas%20de%20Ouro%20da%20Poesia%20Brasileira&searchField=titulo-autor&ano-de-publicacao=1911,,ativo,2026-09-06 12:47,2026-07-23 02:14,
Alberto de Oliveira,Fundador,Na Outra Banda de Portugal Quatro Annos no Rio de Janeiro,1919,47,SIM,https://www.estantevirtual.com.br/busca?nsCat=Natural&q=Alberto%20de%20Oliveira%20Na%20Outra%20Banda%20de%20Portugal%20Quatro%20Annos%20no%20Rio%20de%20Janeiro&searchField=titulo-autor&ano-de-publicacao=1919,,ativo,2026-09-06 12:47,2026-07-23 02:14,
